
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Reggie Theus,25,82,2856,19.2,.541,.058,.346,3.4,7.8,5.6,27.1,2.3,0.3,15.1,28.8,,5.0,1.6,6.5,.110,,3.2,-1.8,1.4,2.4
2,Dave Corzine,26,82,2496,15.1,.540,.002,.350,10.4,20.3,15.4,8.7,0.9,2.3,17.7,20.0,,1.9,2.0,4.0,.076,,-0.7,0.2,-0.6,0.9
3,Dave Greenwood,25,79,2355,13.0,.500,.006,.340,9.9,24.9,17.4,8.5,1.0,2.0,16.3,15.5,,1.3,2.3,3.6,.073,,-1.7,1.0,-0.7,0.8
4,Rod Higgins,23,82,2196,12.7,.521,.059,.378,7.7,10.1,8.9,10.7,1.4,1.6,13.5,16.6,,2.7,1.2,3.8,.083,,0.0,-0.1,-0.1,1.1
5,Quintin Dailey,22,76,2081,14.1,.508,.025,.280,4.5,8.9,6.7,20.3,1.6,0.3,15.3,24.8,,1.3,0.9,2.1,.049,,0.0,-2.0,-2.0,0.0
6,Mark Olberding,26,80,1817,11.0,.553,.023,.475,6.4,14.7,10.5,9.6,1.2,0.3,19.4,16.7,,1.3,1.0,2.3,.060,,-1.5,-0.9,-2.3,-0.1
7,Orlando Woolridge,23,57,1627,17.0,.608,.005,.547,8.0,11.6,9.8,8.9,1.1,1.4,16.9,22.1,,2.9,0.8,3.6,.107,,1.4,-1.3,0.0,0.8
8,Ronnie Lester,24,65,1437,13.4,.506,.011,.383,3.4,9.4,6.4,30.9,1.6,0.2,20.5,17.6,,1.1,0.6,1.7,.057,,-0.9,-2.0,-2.9,-0.3
9,Tracy Jackson,23,78,1309,11.9,.511,.031,.296,7.1,7.5,7.3,10.9,2.2,0.4,14.7,16.7,,1.0,0.7,1.7,.062,,-0.8,-0.9,-1.7,0.1
10,Dudley Bradley,25,58,683,12.6,.562,.031,.283,4.2,12.2,8.2,20.2,3.2,0.8,24.8,13.5,,0.4,0.7,1.1,.077,,-1.4,0.8,-0.6,0.2
11,Dwight Jones,30,49,673,9.5,.485,.000,.389,8.9,22.1,15.5,7.8,1.2,1.1,22.6,16.8,,-0.5,0.6,0.1,.008,,-4.3,-0.4,-4.7,-0.5
12,Jawann Oldham,25,16,171,14.5,.547,.000,.379,11.3,18.1,14.7,4.1,1.3,4.0,16.1,18.2,,0.1,0.2,0.3,.085,,-2.2,-0.5,-2.7,0.0
13,Mike Bratz,27,15,140,7.0,.409,.190,.310,2.3,12.2,7.3,20.8,2.3,0.0,22.7,17.0,,-0.2,0.1,-0.1,-0.031,,-4.6,-1.2,-5.8,-0.1
14,Larry Spriggs,23,9,39,15.7,.455,.000,.350,5.5,19.2,12.3,11.3,1.2,2.7,8.0,24.9,,0.0,0.0,0.1,.069,,-3.2,-1.9,-5.2,0.0
15,Larry Kenon,30,5,25,1.1,.333,.000,.000,4.3,12.8,8.6,0.0,1.8,0.0,25.0,12.4,,-0.1,0.0,-0.1,-0.101,,-9.3,-2.9,-12.3,-0.1
