
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Damon Stoudamire,22,70,70,2865,8.6,20.3,.426,2.4,6.1,.395,6.3,14.2,.439,4.2,5.3,.797,1.1,4.0,5.1,11.7,1.8,0.3,4.8,3.0,23.9,,108,115
2,Oliver Miller,25,76,72,2516,8.6,16.3,.526,0.0,0.2,.000,8.6,16.0,.533,3.0,4.5,.661,3.6,7.9,11.5,4.5,2.2,2.9,4.1,5.7,20.1,,104,108
3,Alvin Robertson,33,77,69,2478,5.9,12.6,.470,0.9,3.1,.272,5.1,9.5,.535,2.2,3.3,.677,2.3,4.8,7.1,6.7,3.5,0.7,3.8,5.6,14.9,,103,110
4,Tracy Murray,24,82,37,2458,10.4,22.9,.454,3.2,7.5,.422,7.2,15.4,.470,3.8,4.6,.831,2.4,5.0,7.4,2.7,1.8,0.8,2.8,4.4,27.8,,111,113
5,Willie Anderson,29,49,42,1564,7.6,17.4,.440,1.0,3.1,.305,6.7,14.2,.470,3.7,4.3,.856,1.2,5.0,6.1,4.9,1.9,1.7,3.9,5.6,20.0,,100,112
6,Zan Tabak,25,67,18,1332,8.7,16.0,.543,0.0,0.0,.000,8.7,16.0,.545,2.5,4.4,.561,4.5,7.8,12.4,2.4,0.9,1.2,3.9,7.9,19.9,,102,112
7,Carlos Rogers,24,56,18,1043,8.8,17.0,.517,0.1,1.0,.143,8.6,15.9,.542,3.5,6.4,.546,4.0,4.4,8.4,1.7,1.2,2.4,3.0,4.3,21.2,,104,113
8,Ed Pinckney,32,47,24,1031,5.8,11.6,.502,0.0,0.1,.000,5.8,11.5,.509,4.7,6.2,.758,5.7,8.3,14.1,2.5,1.5,0.8,2.7,5.0,16.4,,115,111
9,Jimmy King,22,62,1,868,6.5,15.1,.431,0.3,2.0,.147,6.2,13.1,.475,3.2,4.6,.701,2.6,4.0,6.5,5.2,1.2,0.8,3.6,4.5,16.6,,98,115
10,Doug Christie,25,32,17,818,7.2,16.6,.436,2.3,5.5,.414,5.0,11.1,.446,3.5,4.5,.789,1.6,5.9,7.6,5.8,3.7,1.0,4.8,6.3,20.3,,100,108
11,Tony Massenburg,28,24,20,659,7.8,15.3,.510,0.0,0.0,,7.8,15.3,.510,3.4,5.1,.662,4.1,8.9,13.0,1.4,1.0,0.7,2.7,5.2,19.0,,106,112
12,Acie Earl,25,42,7,655,9.2,21.7,.424,0.0,0.2,.000,9.2,21.5,.429,6.4,9.0,.719,4.0,6.1,10.1,2.1,1.4,2.9,3.9,5.7,24.8,,98,111
13,John Salley,31,25,6,482,5.4,11.2,.486,0.0,0.0,,5.4,11.2,.486,5.0,6.9,.723,2.8,7.6,10.4,4.2,1.2,1.3,4.2,7.7,15.9,,102,112
14,Sharone Wright,23,11,6,298,11.2,22.1,.508,0.2,0.5,.333,11.1,21.6,.512,8.6,12.6,.685,4.1,5.7,9.9,1.9,1.0,1.7,4.8,6.6,31.3,,105,113
15,Vincenzo Esposito,27,30,0,282,6.6,18.3,.360,2.4,10.2,.232,4.2,8.0,.523,5.7,7.1,.795,0.7,2.2,2.9,4.2,1.3,0.0,7.1,4.9,21.2,,84,117
16,Martin Lewis,20,16,0,189,7.9,16.3,.483,0.5,1.9,.286,7.4,14.4,.509,4.1,6.8,.600,4.1,3.8,7.9,0.8,2.2,0.8,3.8,5.7,20.4,,98,113
17,Dan O'Sullivan,27,5,2,139,4.8,13.0,.371,0.0,0.4,.000,4.8,12.6,.382,2.6,3.0,.875,4.8,7.0,11.9,0.7,0.7,1.5,1.9,4.8,12.2,,97,113
18,Dwayne Whitfield,23,8,1,122,5.5,12.7,.433,0.0,0.0,,5.5,12.7,.433,5.9,9.3,.636,3.8,6.8,10.6,0.8,1.3,0.8,3.4,5.9,16.9,,97,113
19,Herb Williams,37,1,0,31,5.0,13.3,.375,0.0,0.0,,5.0,13.3,.375,0.0,0.0,,1.7,11.6,13.3,0.0,1.7,3.3,0.0,6.6,10.0,,90,106
