
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Derek Harper,28,82,82,3007,6.8,13.9,.488,1.1,2.9,.371,5.7,11.0,.519,3.0,3.8,.794,0.6,2.3,2.9,7.3,2.2,0.3,2.5,2.7,17.6
2,Rolando Blackman,30,80,80,2934,7.7,15.4,.498,0.2,0.5,.302,7.5,14.9,.505,3.5,4.2,.844,1.1,2.4,3.4,3.5,0.9,0.3,2.1,1.6,19.0
3,Sam Perkins,28,76,70,2668,5.9,11.9,.493,0.1,0.4,.214,5.8,11.5,.502,4.5,5.7,.778,2.8,4.9,7.7,2.4,1.2,0.9,2.0,3.0,16.3
4,James Donaldson,32,73,73,2265,4.1,7.6,.539,0.0,0.0,,4.1,7.6,.539,2.4,3.4,.700,2.5,7.5,10.0,0.9,0.3,0.7,1.9,2.1,10.6
5,Herb Williams,31,81,19,2199,4.8,10.9,.444,0.0,0.1,.222,4.8,10.7,.447,1.8,2.6,.679,1.2,5.2,6.4,1.9,0.8,1.7,1.7,4.0,11.5
6,Roy Tarpley,25,45,35,1648,6.9,15.2,.451,0.0,0.1,.000,6.9,15.1,.455,2.8,3.8,.756,4.1,8.7,12.9,1.5,1.7,1.5,2.6,3.5,16.6
7,Adrian Dantley,33,45,45,1300,6.4,13.4,.477,0.0,0.1,.000,6.4,13.3,.479,5.5,7.0,.787,2.2,2.6,4.8,2.2,0.6,0.2,2.1,2.7,18.3
8,Brad Davis,34,73,2,1292,5.0,10.2,.490,1.0,2.9,.337,4.0,7.3,.552,2.1,2.8,.770,0.3,2.3,2.6,6.7,1.3,0.3,2.4,4.2,13.1
9,Bill Wennington,26,60,2,814,4.6,10.3,.449,0.0,0.2,.000,4.6,10.2,.457,2.7,3.3,.800,2.8,5.9,8.8,1.8,0.9,0.9,2.2,6.4,11.9
10,Randy White,22,55,2,707,4.7,12.8,.369,0.1,0.7,.071,4.7,12.1,.387,2.5,4.5,.562,4.0,4.8,8.8,1.1,1.2,0.3,2.4,6.3,12.1
11,Anthony Jones,27,66,0,650,4.0,10.7,.371,0.2,0.7,.308,3.8,10.0,.376,2.6,3.8,.681,1.8,2.7,4.5,1.6,1.8,0.9,2.3,4.3,10.8
12,Steve Alford,25,41,0,302,7.5,16.5,.457,0.8,2.6,.318,6.7,13.8,.483,4.2,4.4,.946,0.2,2.7,3.0,4.6,1.8,0.4,1.9,2.6,20.0
13,Bob McCann,25,10,0,62,4.1,12.2,.333,0.0,0.0,,4.1,12.2,.333,7.0,8.1,.857,2.3,4.6,7.0,3.5,1.2,1.2,3.5,4.1,15.1
14,Kelvin Upshaw,27,3,0,4,9.0,27.0,.333,0.0,9.0,.000,9.0,18.0,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
15,Mark Wade,24,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
