
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jermaine O'Neal,25,78,78,2788,7.9,18.1,.434,0.0,0.2,.111,7.8,17.8,.438,4.5,5.9,.757,2.5,7.6,10.0,2.1,0.8,2.6,2.3,3.2,20.2
2,Metta World Peace,24,73,71,2714,6.2,14.8,.421,1.0,3.2,.310,5.2,11.5,.452,4.3,5.8,.733,1.3,3.8,5.1,3.6,2.0,0.7,2.7,2.6,17.7
3,Al Harrington,23,79,15,2441,6.2,13.4,.463,0.3,1.1,.273,5.9,12.3,.481,2.7,3.7,.734,2.4,5.1,7.5,1.9,1.2,0.3,2.4,3.7,15.5
4,Reggie Miller,38,80,80,2254,4.2,9.5,.438,2.1,5.3,.401,2.0,4.2,.485,2.3,2.6,.885,0.3,2.7,3.0,4.0,1.0,0.2,1.1,1.5,12.8
5,Jeff Foster,27,82,79,1961,3.6,6.6,.544,0.0,0.1,.000,3.6,6.6,.550,1.9,2.8,.669,4.6,6.6,11.2,1.2,1.3,0.5,1.1,3.5,9.1
6,Anthony Johnson,29,73,7,1598,3.8,9.3,.406,0.9,2.7,.336,2.8,6.5,.436,1.7,2.1,.798,0.6,2.3,2.9,4.6,1.4,0.2,1.7,3.1,10.1
7,Fred Jones,24,81,2,1508,2.9,7.4,.395,0.6,2.1,.303,2.3,5.3,.432,3.0,3.6,.832,0.6,2.4,3.0,4.1,1.6,0.4,1.7,3.2,9.5
8,Jamaal Tinsley,25,52,43,1378,4.0,9.7,.414,2.0,5.4,.372,2.0,4.3,.466,1.3,1.8,.731,0.7,2.8,3.6,7.9,2.2,0.4,2.9,3.4,11.3
9,Austin Croshere,28,77,0,1051,4.1,10.5,.388,1.9,4.9,.389,2.2,5.6,.387,3.2,3.6,.894,2.1,6.3,8.3,1.8,0.8,0.5,1.9,3.5,13.3
10,Kenny Anderson,33,44,31,905,4.5,10.2,.441,0.0,0.2,.250,4.5,10.0,.444,1.4,1.9,.729,0.8,2.5,3.2,5.0,1.0,0.2,2.0,2.9,10.4
11,Scot Pollard,28,61,3,678,2.5,6.1,.412,0.0,0.0,,2.5,6.1,.412,0.6,1.1,.571,3.6,5.2,8.7,0.5,1.2,1.4,1.2,5.8,5.6
12,Jonathan Bender,23,21,0,271,6.6,14.1,.472,1.2,2.9,.409,5.4,11.2,.488,5.2,6.2,.830,1.2,4.1,5.3,1.2,0.7,1.5,4.4,3.1,19.7
13,Jamison Brewer,23,13,1,160,2.9,7.9,.371,1.1,3.2,.357,1.8,4.7,.381,0.2,1.4,.167,0.5,2.0,2.5,3.8,1.6,0.0,2.3,2.0,7.2
14,Primoz Brezec,24,18,0,72,6.0,13.0,.462,0.0,0.0,,6.0,13.0,.462,2.0,3.0,.667,2.5,5.0,7.5,1.5,0.0,1.5,3.0,6.5,14.0
15,James Jones,23,6,0,26,2.8,12.5,.222,1.4,5.5,.250,1.4,6.9,.200,2.8,2.8,1.000,0.0,2.8,2.8,0.0,1.4,0.0,0.0,1.4,9.7
