
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Tyson Chandler,29,62,62,2061,6.0,8.9,.679,0.0,0.0,.000,6.0,8.8,.683,5.4,7.9,.689,5.3,10.0,15.3,1.4,1.4,2.2,2.5,4.6,17.5,,130,99
2,Landry Fields,23,66,62,1894,6.4,14.0,.460,0.8,3.3,.256,5.6,10.7,.523,2.1,3.7,.562,1.6,6.0,7.6,4.6,2.1,0.5,2.8,2.7,15.8,,100,102
3,Carmelo Anthony,27,55,55,1876,12.1,28.2,.430,1.9,5.6,.335,10.2,22.6,.454,8.1,10.1,.804,2.4,7.0,9.4,5.5,1.7,0.7,4.0,4.3,34.2,,106,102
4,Iman Shumpert,21,59,35,1705,6.5,16.1,.401,1.5,4.7,.306,5.0,11.4,.440,2.6,3.3,.798,1.3,4.4,5.6,5.0,3.1,0.2,3.4,5.2,17.0,,96,101
5,Amar'e Stoudemire,29,47,47,1543,10.6,21.8,.483,0.2,0.7,.238,10.4,21.1,.491,6.2,8.1,.765,3.5,8.7,12.3,1.7,1.3,1.5,3.7,4.6,27.5,,104,101
6,Steve Novak,28,54,0,1020,8.1,17.0,.478,6.7,14.2,.472,1.4,2.8,.509,1.1,1.3,.846,0.5,4.8,5.3,0.6,0.8,0.5,1.1,3.0,24.1,,129,105
7,J.R. Smith,26,35,1,967,8.8,21.6,.407,3.6,10.3,.347,5.2,11.3,.462,2.1,2.9,.709,1.5,5.7,7.2,4.5,2.9,0.3,2.5,4.6,23.2,,104,100
8,Jeremy Lin,23,35,25,940,9.4,21.0,.446,1.3,4.1,.320,8.1,16.9,.477,8.0,10.0,.798,1.0,4.9,5.9,11.8,3.0,0.5,6.9,4.3,28.1,,104,101
9,Jared Jeffries,30,39,4,729,4.2,10.2,.410,0.2,1.1,.188,4.0,9.0,.438,3.5,5.1,.681,4.9,5.9,10.7,1.8,2.0,1.8,2.0,6.3,12.0,,105,100
10,Toney Douglas,25,38,9,656,7.4,22.8,.324,2.1,9.2,.231,5.3,13.6,.387,1.7,2.0,.846,1.3,4.4,5.7,6.0,2.3,0.1,4.4,4.3,18.6,,82,103
11,Henry Walker,24,32,8,620,5.7,14.2,.398,3.0,9.4,.319,2.7,4.8,.552,1.4,1.7,.850,0.7,5.9,6.6,3.1,1.6,0.6,2.9,7.0,15.7,,98,103
12,Baron Davis,32,29,14,595,5.9,15.9,.370,2.3,7.4,.306,3.6,8.6,.424,1.4,2.1,.667,1.1,3.7,4.8,11.7,2.9,0.3,6.6,5.3,15.4,,88,102
13,Mike Bibby,33,39,4,557,3.2,11.5,.282,2.5,7.9,.318,0.7,3.6,.205,0.6,0.7,.750,0.5,5.0,5.5,7.4,1.9,0.3,1.8,4.2,9.5,,97,103
14,Josh Harrellson,22,37,4,540,6.0,14.2,.423,1.9,5.6,.339,4.1,8.6,.478,1.5,2.5,.615,4.5,9.3,13.7,1.0,2.2,1.9,1.9,4.6,15.5,,105,98
15,Renaldo Balkman,27,14,0,115,7.2,14.3,.500,0.9,4.0,.222,6.3,10.3,.609,3.6,4.9,.727,2.7,9.0,11.6,2.2,1.8,1.3,2.7,6.3,18.8,,109,99
16,Jerome Jordan,25,21,0,108,8.1,15.7,.515,0.0,0.0,,8.1,15.7,.515,3.8,4.8,.800,6.7,6.2,12.9,1.9,0.5,2.9,1.0,7.2,20.0,,126,102
17,Dan Gadzuric,33,2,0,13,0.0,7.9,.000,0.0,0.0,,0.0,7.9,.000,0.0,7.9,.000,4.0,15.9,19.8,0.0,4.0,4.0,4.0,15.9,0.0,,17,87
