
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Swen Nater,30,81,2860,17.2,.589,.003,.342,12.9,33.8,23.0,11.1,0.7,0.7,21.9,16.4,,4.0,2.9,6.8,.115,,0.2,0.8,1.0,2.2
2,Brian Taylor,28,78,2754,13.9,.546,.267,.181,2.9,4.6,3.7,16.4,2.5,0.5,12.7,16.1,,4.6,1.0,5.6,.098,,2.0,-0.9,1.1,2.2
3,World B. Free,26,68,2585,22.7,.544,.016,.488,5.2,4.7,5.0,18.0,1.5,0.7,10.8,32.7,,7.7,0.3,8.0,.148,,4.3,-3.3,1.0,1.9
4,Joe Bryant,25,81,2328,11.1,.485,.050,.318,7.7,16.6,12.0,8.1,2.1,0.9,17.9,16.3,,0.1,1.7,1.8,.038,,-1.9,0.6,-1.3,0.4
5,Sidney Wicks,30,71,2146,8.5,.447,.002,.306,6.7,14.1,10.3,12.5,1.7,1.3,22.9,13.6,,-1.3,1.2,-0.1,-0.001,,-2.8,1.3,-1.5,0.3
6,Freeman Williams,23,82,2118,19.4,.527,.095,.177,5.1,4.7,4.9,13.3,1.6,0.2,10.6,30.5,,3.8,0.2,4.1,.092,,2.2,-4.2,-2.0,0.0
7,Bingo Smith,33,70,1988,11.4,.473,.093,.131,4.8,8.6,6.7,6.5,1.4,0.4,7.7,18.9,,1.5,0.5,2.0,.048,,-1.1,-2.0,-3.1,-0.6
8,Nick Weatherspoon,29,57,1124,9.3,.468,.000,.241,7.7,12.4,10.0,6.4,1.4,0.8,17.1,17.9,,-0.4,0.5,0.1,.002,,-3.3,-1.3,-4.6,-0.7
9,Stan Pietkiewicz,23,50,577,14.3,.572,.201,.257,4.7,3.7,4.2,22.2,2.1,0.4,20.4,17.3,,0.8,0.1,1.0,.080,,0.3,-2.8,-2.5,-0.1
10,Bill Walton,27,14,337,22.2,.525,.000,.335,8.7,32.5,20.2,15.5,1.1,6.1,16.7,26.3,,0.2,0.5,0.8,.108,,-1.3,2.4,1.1,0.3
11,Marvin Barnes,27,20,287,8.2,.432,.000,.533,12.4,16.8,14.5,7.8,0.8,2.3,19.5,12.8,,-0.1,0.2,0.1,.019,,-3.2,0.1,-3.1,-0.1
12,Steve Malovic,23,28,277,7.9,.577,.000,.214,10.2,12.5,11.3,5.4,0.9,0.2,23.3,8.6,,0.2,0.1,0.3,.049,,-2.0,-1.0,-3.0,-0.1
13,Jerome Whitehead,23,18,225,11.6,.557,.000,.400,13.5,20.4,16.8,3.5,0.2,1.4,13.1,10.8,,0.3,0.1,0.4,.087,,-1.6,-1.8,-3.4,-0.1
14,Bob Carrington,26,10,134,5.9,.444,.054,.216,4.7,5.8,5.2,2.9,1.4,0.4,11.0,13.6,,0.0,0.0,0.0,.001,,-3.9,-2.2,-6.1,-0.1
15,John Olive,24,1,15,-11.5,.000,.000,.000,0.0,7.5,3.6,0.0,0.0,0.0,50.0,10.7,,-0.1,0.0,-0.1,-0.303,,-14.9,-2.3,-17.3,-0.1
