
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Sedale Threatt,31,82,2893,16.5,.550,.052,.209,1.8,9.0,5.4,29.8,2.4,0.2,13.4,19.2,,4.8,2.3,7.1,.117,,1.6,-0.8,0.8,2.0
2,A.C. Green,29,82,2819,16.3,.603,.065,.531,11.5,17.3,14.4,5.9,1.6,0.9,11.8,15.0,,6.1,2.6,8.6,.147,,1.6,0.5,2.1,2.9
3,Vlade Divac,24,82,2525,17.1,.542,.092,.416,9.8,23.2,16.5,13.6,2.5,3.4,18.1,20.0,,1.5,4.1,5.6,.107,,-0.1,3.4,3.2,3.3
4,James Worthy,31,82,2359,15.6,.494,.097,.185,3.5,8.5,6.0,19.1,1.9,0.7,10.0,24.9,,1.4,1.6,3.0,.060,,-0.1,-1.5,-1.6,0.2
5,Byron Scott,31,58,1677,14.4,.535,.205,.279,1.8,7.3,4.6,14.2,1.6,0.5,8.6,20.7,,2.4,0.9,3.3,.094,,0.6,-1.9,-1.3,0.3
6,Anthony Peeler,23,77,1656,13.9,.553,.186,.325,4.4,8.0,6.2,15.3,1.8,0.5,14.5,21.9,,1.7,1.0,2.7,.078,,0.3,-1.7,-1.4,0.2
7,Sam Perkins,31,49,1589,16.2,.539,.055,.421,7.9,19.4,13.6,11.8,1.3,2.0,10.8,18.9,,2.5,1.6,4.2,.126,,0.2,0.9,1.1,1.3
8,Elden Campbell,24,79,1551,14.2,.497,.006,.392,9.2,15.2,12.2,4.5,1.9,4.0,10.2,18.7,,0.8,1.9,2.6,.082,,-2.6,0.8,-1.9,0.1
9,Tony Smith,24,55,752,15.2,.530,.040,.298,6.9,6.3,6.6,12.7,3.3,0.6,11.4,20.0,,0.8,0.7,1.5,.098,,-0.1,-0.4,-0.5,0.3
10,Duane Cooper,23,65,645,7.6,.450,.190,.222,2.3,6.6,4.4,31.5,1.4,0.2,28.5,16.1,,-0.7,0.3,-0.4,-0.031,,-5.0,-3.4,-8.4,-1.0
11,James Edwards,37,52,617,11.2,.509,.000,.437,5.5,13.1,9.2,10.4,0.8,0.7,13.7,25.8,,0.0,0.4,0.4,.030,,-3.5,-3.1,-6.6,-0.7
12,Doug Christie,22,23,332,12.4,.526,.113,.623,8.2,9.4,8.8,22.8,3.3,0.9,27.0,23.8,,-0.3,0.4,0.1,.012,,-2.1,0.4,-1.7,0.0
13,Benoit Benjamin,28,28,306,11.0,.507,.000,.343,8.9,27.1,17.9,4.9,2.3,2.6,22.5,22.4,,-0.5,0.5,0.0,.003,,-6.4,0.1,-6.4,-0.3
14,Alex Blackwell,22,27,109,8.2,.373,.071,.190,10.4,13.7,12.0,9.1,1.8,1.1,9.9,19.8,,-0.1,0.1,0.0,-0.016,,-4.9,-1.4,-6.3,-0.1
