
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
12,Bimbo Coles,PG,6-1,180,April 22 1968,11,Virginia Polytechnic Institute and State University
31,Ricky Davis,SF,6-6,195,September 23 1979,3,University of Iowa
52,DeSagana Diop,C,7-0,300,January 30 1982,R,
51,Michael Doleac,C,6-11,262,June 15 1977,3,University of Utah
32,Tyrone Hill,PF,6-9,240,March 19 1968,11,Xavier University
11,Zydrunas Ilgauskas,C,7-3,238,June 5 1975,3,
33,Jumaine Jones,PF,6-8,218,February 10 1979,2,University of Georgia
21,Trajan Langdon,SG,6-3,197,May 13 1976,2,Duke University
4,Chris Mihm,C,7-0,265,July 16 1979,1,University of Texas at Austin
24,Andre Miller,PG,6-3,200,March 19 1976,2,University of Utah
30,Lamond Murray,SF,6-7,236,April 20 1973,7,University of California
1,Wesley Person,SG,6-6,195,March 28 1971,7,Auburn University
8,Brian Skinner,PF,6-9,255,May 19 1976,3,Baylor University
20,Bryant Stith,SG,6-5,208,December 10 1970,9,University of Virginia
3,Jeff Trepagnier,SG,6-4,200,July 11 1979,R,University of Southern California
