
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Ron Harper,28,82,3144,15.4,.510,.163,.308,4.2,11.6,7.9,20.0,2.4,1.4,14.7,23.3,,1.1,4.4,5.6,.085,,0.6,1.7,2.4,3.4
2,Danny Manning,25,82,2904,19.7,.577,.004,.321,8.7,12.9,10.8,15.8,2.3,2.6,13.3,23.1,,5.3,4.5,9.8,.162,,2.8,2.6,5.5,5.5
3,Gary Grant,26,78,2049,13.4,.492,.086,.091,1.8,8.2,5.0,37.0,3.3,0.4,23.2,16.7,,0.0,2.9,3.0,.069,,-1.7,0.1,-1.6,0.2
4,Ken Norman,27,77,2009,15.3,.505,.034,.275,8.7,16.2,12.4,9.7,1.3,2.1,9.8,21.6,,1.2,2.8,4.0,.095,,-0.9,0.7,-0.2,0.9
5,Olden Polynice,27,76,1834,13.1,.549,.002,.428,11.8,20.8,16.3,3.5,1.2,0.7,12.9,14.9,,1.9,2.6,4.5,.118,,-1.7,0.1,-1.7,0.1
6,Loy Vaught,23,79,1687,13.7,.517,.009,.125,10.5,23.3,16.9,6.2,1.1,1.1,10.2,16.3,,1.5,2.6,4.1,.117,,-2.0,0.5,-1.4,0.2
7,Doc Rivers,30,59,1657,13.8,.518,.173,.368,1.5,8.4,4.9,19.9,3.3,0.7,12.9,18.3,,1.5,2.4,3.9,.113,,-0.2,1.2,1.0,1.3
8,James Edwards,36,72,1437,11.7,.531,.002,.504,4.2,11.4,7.8,5.5,0.8,1.4,9.9,21.6,,1.3,1.5,2.8,.094,,-2.6,-1.4,-4.0,-0.7
9,Charles Smith,26,49,1310,18.6,.543,.011,.501,8.0,17.6,12.8,6.6,1.6,4.7,9.5,23.6,,2.2,2.3,4.4,.162,,-0.6,1.7,1.0,1.0
10,Danny Young,29,44,889,11.2,.493,.279,.247,2.0,6.3,4.1,22.8,2.2,0.3,15.0,13.4,,0.6,0.9,1.6,.086,,-1.6,-0.5,-2.1,0.0
11,Bo Kimble,25,34,277,9.1,.449,.117,.279,5.2,7.7,6.4,9.0,1.8,1.4,10.7,21.4,,-0.2,0.3,0.1,.023,,-3.8,-1.1,-4.9,-0.2
12,Tony Brown,31,22,254,10.5,.506,.247,.326,3.9,8.4,6.1,9.1,2.3,0.2,12.1,19.4,,0.0,0.3,0.3,.064,,-1.9,-0.9,-2.8,-0.1
13,David Rivers,27,15,122,7.6,.431,.033,.367,9.1,8.3,8.7,22.6,2.9,0.5,32.8,18.1,,-0.3,0.2,-0.1,-0.035,,-5.3,1.2,-4.1,-0.1
14,LeRon Ellis,22,29,103,8.6,.368,.000,.380,12.9,13.0,13.0,1.4,2.9,5.5,15.9,28.6,,-0.4,0.2,-0.2,-0.100,,-9.7,-0.4,-10.2,-0.2
15,Elliot Perry,22,10,66,6.5,.409,.133,.133,3.4,8.5,5.9,28.2,6.8,0.9,45.0,18.6,,-0.3,0.2,-0.1,-0.097,,-7.9,3.9,-4.0,0.0
16,Lanard Copeland,26,10,48,4.0,.335,.087,.087,2.3,14.0,8.1,14.9,2.1,0.0,14.3,24.7,,-0.2,0.1,-0.1,-0.116,,-8.6,-1.3,-9.9,-0.1
17,Tharon Mayes,23,3,40,4.3,.589,.400,1.200,0.0,2.8,1.4,9.4,2.5,1.6,28.2,11.3,,0.0,0.0,0.0,.041,,-4.3,0.3,-4.1,0.0
