
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Darrell Walker,23,82,2489,14.7,.483,.017,.351,5.8,7.2,6.5,23.6,3.2,0.5,15.2,22.4,,0.5,2.3,2.8,.054,,0.1,0.7,0.8,1.8
2,Louis Orr,26,79,2452,13.8,.552,.013,.436,7.9,10.7,9.2,7.6,2.0,0.7,13.1,17.7,,2.9,1.9,4.8,.093,,0.2,0.5,0.7,1.7
3,Rory Sparrow,26,79,2292,14.3,.539,.047,.213,1.9,6.8,4.3,33.6,1.7,0.2,17.2,15.8,,3.1,1.2,4.3,.091,,0.1,-2.0,-1.9,0.0
4,Pat Cummings,28,63,2069,14.3,.556,.005,.285,7.6,21.9,14.5,7.9,1.2,0.5,15.6,21.2,,1.3,2.0,3.3,.077,,-1.0,-0.2,-1.2,0.4
5,Bernard King,28,55,2063,25.2,.585,.008,.424,6.2,11.8,8.9,18.6,1.7,0.4,11.7,35.1,,5.7,1.5,7.1,.166,,5.8,-1.5,4.3,3.3
6,Trent Tucker,25,77,1819,12.6,.521,.119,.079,4.6,7.5,6.0,15.5,2.0,0.5,9.3,15.7,,2.1,1.2,3.3,.086,,0.3,-0.2,0.2,1.0
7,Ken Bannister,24,75,1404,7.3,.481,.000,.431,8.7,18.9,13.6,3.9,1.3,1.7,21.0,19.7,,-2.2,1.4,-0.8,-0.028,,-5.5,-0.5,-6.0,-1.4
8,James Bailey,27,74,1297,7.9,.485,.003,.309,10.6,20.4,15.4,4.0,1.1,2.4,20.1,15.8,,-0.8,1.4,0.6,.021,,-4.5,0.4,-4.1,-0.7
9,Butch Carter,26,69,1279,11.5,.512,.090,.282,3.2,5.5,4.3,18.7,2.2,0.2,16.9,20.8,,0.1,0.8,0.9,.032,,-1.6,-1.5,-3.1,-0.4
10,Ernie Grunfeld,29,69,1061,14.7,.529,.021,.271,4.4,12.4,8.3,14.4,2.3,0.4,8.5,18.3,,1.5,0.9,2.4,.111,,-0.2,-0.2,-0.3,0.5
11,Eddie Lee Wilkins,22,54,917,9.5,.520,.009,.524,10.6,22.9,16.6,2.4,1.1,1.1,18.3,15.8,,-0.2,1.0,0.8,.043,,-4.1,-1.1,-5.2,-0.7
12,Ron Cavenall,25,53,653,4.1,.378,.000,.453,9.2,20.7,14.7,3.5,0.9,3.9,30.4,9.4,,-1.0,0.7,-0.2,-0.016,,-6.8,2.4,-4.4,-0.4
13,Truck Robinson,33,2,35,7.3,.340,.000,.400,19.3,10.2,14.9,10.6,2.8,5.2,46.0,12.9,,-0.1,0.0,-0.1,-0.082,,-5.3,5.1,-0.2,0.0
