
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Jason Richardson,27,82,82,3149,10.8,24.4,.441,4.0,9.9,.406,6.7,14.4,.466,4.1,5.5,.752,1.3,6.0,7.3,4.3,1.9,0.9,2.8,4.0,29.7,,109,109
2,Raymond Felton,23,79,79,2972,7.2,17.5,.413,1.0,3.5,.280,6.3,14.0,.447,4.6,5.7,.800,0.7,3.5,4.2,10.3,1.7,0.2,3.7,3.2,20.1,,104,112
3,Emeka Okafor,25,82,82,2718,8.8,16.5,.535,0.0,0.0,,8.8,16.5,.535,4.1,7.2,.570,4.9,11.9,16.8,1.3,1.2,2.7,3.2,4.6,21.8,,106,105
4,Gerald Wallace,25,62,59,2376,9.0,20.0,.449,1.6,4.9,.321,7.4,15.1,.491,6.9,9.4,.731,1.3,6.9,8.2,4.8,2.9,1.3,4.0,4.2,26.4,,104,106
5,Matt Carroll,27,80,18,2016,6.5,15.3,.428,2.7,6.2,.436,3.8,9.0,.422,2.9,3.6,.804,0.9,5.0,5.9,1.9,1.2,0.5,1.5,4.8,18.7,,110,112
6,Nazr Mohammed,30,61,29,1422,9.0,17.2,.520,0.0,0.0,,9.0,17.2,.520,3.0,4.9,.617,6.1,9.4,15.5,2.4,1.4,1.9,3.3,7.1,21.0,,106,107
7,Jeff McInnis,33,54,26,1410,4.0,9.2,.434,0.1,0.7,.158,3.9,8.5,.457,0.9,1.1,.767,0.6,3.0,3.6,8.2,0.9,0.1,2.8,4.4,9.0,,97,114
8,Jared Dudley,22,73,14,1384,6.2,13.1,.468,0.3,1.5,.220,5.8,11.6,.502,3.3,4.5,.737,4.6,6.2,10.8,3.1,2.1,0.4,1.9,4.8,15.9,,112,109
9,Earl Boykins,31,36,0,577,5.5,15.6,.355,1.3,4.0,.318,4.3,11.6,.367,4.4,5.3,.831,0.8,2.3,3.1,8.7,1.2,0.0,3.7,1.9,16.8,,97,114
10,Ryan Hollins,23,60,1,532,4.5,9.2,.489,0.0,0.0,,4.5,9.2,.489,5.4,8.1,.671,5.2,5.3,10.5,1.4,1.0,2.9,2.5,9.4,14.4,,113,109
11,Derek Anderson,33,28,0,396,6.2,16.5,.376,2.5,6.9,.365,3.7,9.6,.384,3.7,5.0,.737,1.2,5.7,6.9,5.8,1.6,0.1,3.3,6.5,18.6,,99,111
12,Jermareo Davidson,23,38,2,322,8.3,20.3,.408,0.0,0.0,,8.3,20.3,.408,2.9,4.5,.643,3.4,6.7,10.1,2.1,1.1,2.4,2.8,7.5,19.5,,90,109
13,Primoz Brezec,28,20,18,267,3.3,8.4,.395,0.0,0.0,,3.3,8.4,.395,0.6,1.0,.600,2.7,5.9,8.6,1.2,0.0,0.6,2.9,6.9,7.2,,77,114
14,Walter Herrmann,28,17,0,174,7.5,19.5,.385,2.7,7.8,.346,4.8,11.7,.410,2.7,3.0,.900,3.0,7.8,10.8,1.2,1.2,0.0,1.2,3.6,20.4,,104,111
15,Othella Harrington,34,22,0,166,5.7,13.2,.429,0.0,0.0,,5.7,13.2,.429,3.1,5.0,.625,3.5,9.8,13.2,1.3,0.3,1.3,3.5,10.7,14.5,,89,109
