
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Mike Dunleavy,27,82,2953,17.3,.605,.348,.361,2.1,13.7,7.8,16.1,1.4,0.8,12.8,21.8,,5.9,2.6,8.5,.138,,2.5,-0.4,2.1,3.1
2,Danny Granger,24,80,2876,16.7,.571,.351,.314,3.4,15.2,9.2,9.6,1.6,2.2,11.1,23.2,,4.1,3.2,7.3,.122,,1.3,0.2,1.4,2.5
3,Troy Murphy,27,75,2106,16.0,.573,.341,.348,5.5,22.9,14.0,12.3,1.1,1.1,10.7,18.4,,3.7,2.5,6.2,.141,,0.7,0.4,1.1,1.6
4,Jeff Foster,31,77,1884,15.7,.568,.008,.389,14.9,23.8,19.3,10.1,1.5,1.3,12.4,11.5,,4.0,2.4,6.5,.165,,0.3,2.2,2.5,2.1
5,Marquis Daniels,27,74,1546,11.6,.487,.182,.248,4.6,10.5,7.5,14.1,2.5,0.9,15.3,20.6,,-0.7,1.6,0.9,.028,,-2.7,0.2,-2.5,-0.2
6,Kareem Rush,27,71,1504,10.0,.500,.460,.074,1.3,11.0,6.1,9.3,1.4,1.0,9.5,18.7,,-0.2,1.2,1.0,.033,,-1.9,-1.3,-3.1,-0.4
7,Travis Diener,25,66,1356,12.2,.494,.542,.165,2.0,7.3,4.6,27.7,1.3,0.2,10.7,16.5,,1.7,0.8,2.5,.088,,0.2,-2.7,-2.5,-0.2
8,Jamaal Tinsley,29,39,1293,12.8,.458,.305,.216,2.0,10.0,5.9,38.8,2.5,0.6,20.4,21.3,,-0.6,1.3,0.8,.028,,-1.3,-0.7,-2.0,0.0
9,Jermaine O'Neal,29,42,1206,14.4,.489,.010,.318,7.3,18.5,12.8,12.9,0.8,5.4,15.4,24.8,,-0.7,1.6,0.9,.035,,-4.0,2.1,-2.0,0.0
10,Shawne Williams,21,65,967,12.8,.522,.368,.285,6.0,14.0,9.9,9.8,1.3,2.0,12.2,21.3,,0.4,1.0,1.4,.069,,-1.4,-0.9,-2.3,-0.1
11,David Harrison,25,55,702,8.6,.539,.000,.565,6.5,11.9,9.1,3.0,1.4,6.3,21.5,16.7,,-0.5,0.9,0.4,.030,,-5.7,2.2,-3.6,-0.3
12,Ronald Murray,28,23,527,13.1,.498,.158,.268,2.0,7.8,4.8,25.3,2.3,0.4,17.2,25.3,,-0.3,0.5,0.2,.016,,-2.4,-1.7,-4.1,-0.3
13,Andre Owens,27,31,392,10.0,.504,.374,.318,3.5,9.6,6.5,17.6,1.6,0.6,16.4,16.1,,0.1,0.3,0.4,.053,,-2.3,-1.1,-3.4,-0.1
14,Ike Diogu,24,30,305,17.2,.543,.000,.351,13.3,17.1,15.2,5.7,1.1,0.7,11.4,24.8,,0.4,0.3,0.7,.115,,-2.1,-3.0,-5.0,-0.2
15,Stephen Graham,25,22,128,21.9,.669,.241,.276,3.3,15.6,9.3,13.5,1.5,0.6,13.3,25.4,,0.3,0.1,0.4,.167,,2.0,-2.4,-0.4,0.1
16,Courtney Sims,24,3,11,1.1,.000,.000,.000,9.7,10.1,9.9,11.6,0.0,0.0,0.0,3.9,,0.0,0.0,0.0,.008,,-5.8,0.1,-5.7,0.0
