
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Doug Christie,27,78,78,2939,8.1,18.9,.428,1.8,5.4,.326,6.3,13.5,.469,4.8,5.8,.829,1.7,5.5,7.1,5.0,3.4,1.0,4.0,3.5,22.7,,103,109
2,John Wallace,23,82,36,2361,10.3,21.5,.478,0.0,0.0,.500,10.3,21.4,.478,4.6,6.4,.717,2.6,5.6,8.2,2.4,1.4,2.2,3.8,5.2,25.2,,100,112
3,Damon Stoudamire,24,49,49,2033,9.0,21.2,.425,1.7,5.2,.317,7.4,16.0,.460,4.6,5.4,.844,1.6,3.9,5.5,10.2,2.0,0.1,4.1,2.9,24.3,,107,114
4,Marcus Camby,23,63,58,2002,8.0,19.3,.412,0.0,0.1,.000,8.0,19.3,.413,3.9,6.3,.611,5.3,6.8,12.1,2.9,1.8,6.0,3.5,5.2,19.8,,94,107
5,Reggie Slater,27,78,28,1662,6.6,14.3,.460,0.0,0.0,,6.6,14.3,.460,6.3,10.0,.630,4.2,5.3,9.5,2.3,1.4,0.9,3.2,6.3,19.5,,104,113
6,Oliver Miller,27,64,53,1628,5.4,11.7,.461,0.0,0.1,.000,5.4,11.6,.466,1.9,3.2,.604,4.6,8.1,12.7,6.2,1.8,2.3,4.2,5.9,12.8,,96,109
7,Tracy McGrady,18,64,17,1179,7.9,17.5,.450,0.6,1.8,.341,7.3,15.7,.462,3.5,4.9,.712,4.6,7.2,11.8,4.3,2.2,2.7,2.9,3.8,19.8,,106,109
8,Chauncey Billups,21,29,26,920,5.8,16.6,.349,2.4,7.7,.316,3.4,9.0,.377,4.4,4.8,.919,1.2,3.1,4.3,5.5,1.7,0.1,3.2,3.0,18.5,,102,115
9,Dee Brown,29,31,2,908,7.8,17.5,.446,3.7,9.0,.411,4.1,8.5,.483,2.2,2.5,.907,0.8,4.3,5.1,5.8,2.2,1.0,2.3,2.7,21.6,,117,112
10,Walt Williams,27,28,16,876,7.4,18.9,.392,2.9,7.6,.380,4.5,11.2,.400,2.9,3.5,.817,1.6,5.4,7.0,4.1,2.4,1.4,3.1,5.9,20.6,,101,111
11,Zan Tabak,27,39,29,752,8.0,17.2,.466,0.0,0.1,.000,8.0,17.1,.468,1.1,3.3,.333,4.1,6.5,10.6,2.5,1.0,1.9,3.0,8.1,17.1,,92,112
12,Shawn Respert,25,47,4,696,7.0,15.6,.450,1.9,5.0,.373,5.1,10.6,.486,3.3,4.0,.815,2.2,3.2,5.4,3.3,2.2,0.1,2.5,4.3,19.1,,111,114
13,Gary Trent,23,13,7,355,9.3,21.3,.438,0.0,0.4,.000,9.3,20.9,.448,4.5,7.2,.633,6.3,8.9,15.2,2.0,1.2,1.2,3.2,6.7,23.2,,100,110
14,Popeye Jones,27,14,4,352,7.7,18.7,.409,0.3,0.4,.667,7.4,18.3,.403,2.1,2.8,.737,7.4,7.7,15.0,2.7,1.5,0.4,2.4,5.7,17.7,,101,111
15,Carlos Rogers,26,18,0,351,6.6,12.8,.517,0.0,0.1,.000,6.6,12.7,.523,2.7,4.7,.563,5.0,4.6,9.6,2.4,1.3,1.2,1.9,5.0,15.9,,112,114
16,Chris Garner,22,38,0,293,4.1,12.4,.329,0.7,2.5,.286,3.4,9.9,.339,0.5,1.2,.429,1.2,3.0,4.2,8.0,3.7,0.7,4.4,8.8,9.4,,77,110
17,Alvin Williams,23,13,3,207,4.0,11.0,.364,0.5,1.0,.500,3.5,10.0,.350,1.8,2.8,.636,1.3,4.0,5.3,5.0,2.0,0.3,2.0,4.8,10.3,,94,113
18,John Thomas,22,21,0,167,4.3,10.2,.424,0.0,0.0,,4.3,10.2,.424,4.7,6.5,.714,5.0,6.2,11.2,1.2,0.9,0.9,4.0,9.9,13.3,,94,113
19,Lloyd Daniels,30,6,0,82,7.6,18.3,.414,1.3,5.7,.222,6.3,12.6,.500,5.1,6.3,.800,2.5,1.9,4.4,2.5,1.9,1.3,2.5,2.5,21.5,,105,115
20,Roy Rogers,24,6,0,69,4.5,12.8,.353,0.0,0.0,,4.5,12.8,.353,0.8,3.0,.250,6.0,3.0,9.0,0.8,0.8,3.0,3.0,9.0,9.8,,77,114
21,Sharone Wright,25,7,0,44,8.2,16.5,.500,0.0,0.0,,8.2,16.5,.500,2.4,4.7,.500,1.2,9.4,10.6,4.7,0.0,0.0,2.4,8.2,18.8,,103,113
22,Tim Kempton,34,5,0,32,3.2,11.3,.286,0.0,0.0,,3.2,11.3,.286,0.0,0.0,,6.5,1.6,8.1,3.2,1.6,3.2,6.5,11.3,6.5,,61,113
23,Ed Stokes,26,4,0,17,3.0,9.1,.333,0.0,0.0,,3.0,9.1,.333,3.0,6.1,.500,3.0,9.1,12.2,3.0,3.0,6.1,6.1,12.2,9.1,,66,102
24,Bob McCann,33,1,0,5,0.0,10.4,.000,0.0,0.0,,0.0,10.4,.000,0.0,0.0,,0.0,10.4,10.4,0.0,0.0,0.0,0.0,10.4,0.0,,0,112
