
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Terry Cummings,25,82,77,2770,9.5,18.5,.511,0.0,0.0,.000,9.5,18.5,.512,3.2,4.9,.662,2.8,6.3,9.1,3.0,1.7,1.1,2.2,3.8,22.2
2,Jack Sikma,31,82,82,2536,5.5,12.0,.463,0.0,0.0,.000,5.5,11.9,.464,3.8,4.4,.847,3.0,8.7,11.7,2.9,1.2,1.3,2.3,4.7,14.8
3,Ricky Pierce,27,79,31,2505,8.3,15.5,.534,0.0,0.4,.107,8.2,15.1,.545,5.6,6.3,.880,1.7,2.1,3.8,2.1,0.9,0.3,1.7,3.2,22.1
4,Craig Hodges,26,78,43,2147,5.3,11.4,.462,1.4,3.8,.373,3.9,7.6,.507,2.2,2.5,.891,0.8,1.5,2.3,4.0,1.3,0.1,2.1,3.2,14.2
5,Paul Pressey,28,61,60,2057,5.1,10.8,.477,0.3,1.0,.291,4.9,9.8,.496,4.2,5.7,.738,1.7,3.5,5.2,7.7,1.9,0.8,3.3,3.7,14.8
6,Randy Breuer,26,76,10,1467,5.9,12.2,.485,0.0,0.0,,5.9,12.2,.485,2.9,5.0,.584,3.2,5.4,8.6,1.2,1.4,1.5,2.5,5.6,14.7
7,John Lucas,33,43,40,1358,7.6,16.5,.457,1.2,3.3,.365,6.3,13.2,.480,3.6,4.6,.787,0.8,2.5,3.3,7.7,1.9,0.2,2.4,2.2,20.0
8,Sidney Moncrief,29,39,30,992,5.7,11.8,.488,0.3,1.1,.258,5.4,10.6,.512,4.9,5.9,.840,2.1,2.5,4.6,4.4,1.0,0.4,2.3,2.6,16.7
9,Jerry Reynolds,24,58,24,963,5.2,13.3,.393,0.2,0.7,.333,5.0,12.6,.396,4.4,6.9,.641,2.7,3.8,6.5,4.0,1.9,1.1,3.1,3.4,15.1
10,Dudley Bradley,29,68,2,900,3.0,8.5,.357,0.5,2.0,.260,2.5,6.5,.387,1.9,2.3,.810,1.2,2.8,4.1,2.6,4.2,0.3,1.4,4.7,8.5
11,Paul Mokeski,30,62,3,626,3.0,7.4,.403,0.0,0.1,.000,3.0,7.4,.406,2.6,3.7,.719,2.6,5.3,7.9,1.3,1.0,0.7,1.3,7.2,8.6
12,Keith Smith,22,42,4,461,4.5,11.7,.380,0.2,0.7,.333,4.2,11.0,.383,1.6,2.2,.750,1.0,1.5,2.5,3.4,2.0,0.2,2.3,5.8,10.8
13,Junior Bridgeman,33,34,4,418,6.8,14.7,.462,0.1,0.5,.167,6.7,14.2,.473,1.4,1.7,.800,1.2,3.3,4.5,3.0,0.9,0.2,1.3,4.3,15.1
14,Scott Skiles,22,13,0,205,3.2,10.9,.290,0.5,2.5,.214,2.6,8.4,.313,1.8,2.1,.833,1.1,3.5,4.6,7.9,0.9,0.2,3.7,3.2,8.6
15,Marvin Webster,34,15,0,102,3.5,6.7,.526,0.4,0.4,1.000,3.2,6.4,.500,2.1,2.8,.750,4.2,4.9,9.2,1.1,1.1,2.5,2.8,6.0,9.5
16,Hank McDowell,27,7,0,70,4.1,8.7,.471,0.0,0.0,,4.1,8.7,.471,3.1,3.6,.857,4.6,5.1,9.8,1.0,1.0,0.0,1.5,7.2,11.3
17,Don Collins,28,6,0,57,6.3,17.7,.357,0.0,0.0,,6.3,17.7,.357,3.2,4.4,.714,6.9,2.5,9.5,1.3,1.3,0.6,3.2,6.9,15.8
18,Chris Engler,27,5,0,48,2.3,9.0,.250,0.0,0.0,,2.3,9.0,.250,0.7,0.7,1.000,2.3,9.7,12.0,2.3,0.7,0.7,0.0,7.5,5.2
19,Jerome Henderson,27,6,0,36,4.0,13.0,.308,0.0,0.0,,4.0,13.0,.308,4.0,4.0,1.000,2.0,5.0,7.0,0.0,1.0,1.0,6.0,12.0,12.0
20,Mike Glenn,31,4,0,34,5.3,13.8,.385,0.0,0.0,,5.3,13.8,.385,5.3,7.4,.714,0.0,2.1,2.1,1.1,1.1,0.0,0.0,3.2,15.9
21,Kenny Fields,24,4,0,22,9.8,13.1,.750,0.0,0.0,,9.8,13.1,.750,1.6,8.2,.200,0.0,3.3,3.3,1.6,1.6,0.0,1.6,4.9,21.3
22,Cedric Henderson,21,2,0,6,12.0,18.0,.667,0.0,0.0,,12.0,18.0,.667,12.0,12.0,1.000,6.0,24.0,30.0,0.0,0.0,0.0,18.0,6.0,36.0
