
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Chris Paul,25,80,80,2880,5.4,11.6,.463,0.9,2.3,.388,4.5,9.3,.482,4.2,4.8,.878,0.5,3.6,4.1,9.8,2.3,0.1,2.2,2.4,15.8
2,Trevor Ariza,25,75,75,2600,4.2,10.6,.398,1.1,3.8,.303,3.1,6.8,.450,1.9,2.7,.701,0.8,4.8,5.6,2.2,1.7,0.4,1.6,2.5,11.4
3,David West,30,70,70,2451,7.8,15.3,.508,0.0,0.1,.222,7.7,15.1,.510,3.9,4.8,.807,2.3,5.5,7.8,2.4,1.0,0.9,2.1,3.0,19.4
4,Emeka Okafor,28,72,72,2287,4.7,8.2,.573,0.0,0.0,.000,4.7,8.2,.574,2.3,4.1,.562,3.6,7.1,10.8,0.7,0.6,2.0,1.9,3.6,11.7
5,Marco Belinelli,24,80,69,1957,5.6,12.7,.437,2.5,6.0,.414,3.1,6.8,.458,1.8,2.3,.784,0.3,2.5,2.8,1.7,0.7,0.1,1.4,2.7,15.4
6,Willie Green,29,77,13,1674,5.8,13.1,.443,1.2,3.3,.348,4.6,9.8,.476,1.7,2.2,.780,0.5,3.0,3.5,1.6,0.8,0.3,1.4,3.1,14.5
7,Jarrett Jack,27,70,2,1375,5.6,13.5,.412,0.8,2.2,.345,4.8,11.3,.425,3.7,4.4,.845,0.4,3.1,3.4,4.8,1.0,0.2,2.0,2.0,15.6
8,Jason Smith,24,77,6,1102,4.4,10.0,.443,0.0,0.1,.000,4.4,10.0,.446,1.9,2.3,.843,2.9,5.0,7.9,1.2,0.8,1.0,1.7,4.9,10.8
9,Marcus Thornton,23,46,0,745,6.6,16.1,.410,1.7,4.5,.376,4.9,11.6,.423,2.4,3.2,.758,1.2,5.1,6.3,2.1,0.9,0.2,1.8,2.4,17.3
10,Quincy Pondexter,22,66,6,734,3.6,8.8,.406,0.9,2.5,.360,2.7,6.4,.423,1.2,1.7,.706,1.1,3.2,4.3,1.4,0.8,0.5,0.8,3.1,9.2
11,Carl Landry,27,23,10,602,6.4,12.1,.527,0.0,0.1,.000,6.4,12.1,.530,3.5,4.4,.795,2.3,3.3,5.6,0.8,0.6,0.7,1.6,4.2,16.3
12,Aaron Gray,26,41,6,531,3.8,6.7,.566,0.0,0.0,,3.8,6.7,.566,1.2,2.3,.500,4.0,7.6,11.6,1.1,0.7,0.8,2.2,6.5,8.7
13,Didier Ilunga-Mbenga,30,41,0,330,2.5,5.3,.469,0.0,0.0,,2.5,5.3,.469,1.4,2.0,.722,3.8,5.6,9.4,0.7,0.7,2.9,2.3,5.7,6.4
14,David Andersen,30,29,0,223,5.3,11.9,.446,0.8,2.1,.385,4.5,9.8,.459,1.1,2.4,.467,1.9,6.1,8.1,1.0,0.3,1.0,2.3,4.7,12.6
15,Jerryd Bayless,22,11,0,149,4.1,11.8,.347,0.7,3.4,.214,3.4,8.5,.400,3.1,4.1,.765,0.5,3.1,3.6,6.8,0.5,0.2,4.1,3.9,12.1
16,Peja Stojakovic,33,6,0,89,5.7,13.3,.424,4.4,10.1,.440,1.2,3.2,.375,2.4,2.8,.857,0.0,2.4,2.4,2.4,0.8,0.0,1.6,0.8,18.2
17,Sasha Pavlovic,27,4,1,50,1.4,7.9,.182,0.0,3.6,.000,1.4,4.3,.333,0.0,0.0,,0.0,4.3,4.3,4.3,0.0,2.9,0.7,2.9,2.9
18,Pops Mensah-Bonsu,27,7,0,35,1.0,3.1,.333,0.0,0.0,,1.0,3.1,.333,0.0,0.0,,3.1,8.2,11.3,2.1,0.0,0.0,2.1,11.3,2.1
19,Patrick Ewing,26,7,0,19,0.0,9.5,.000,0.0,3.8,.000,0.0,5.7,.000,5.7,7.6,.750,1.9,1.9,3.8,3.8,0.0,1.9,1.9,1.9,5.7
