
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
35,Lonny Baxter,PF,6-8,260,January 27 1979,1,University of Maryland
43,Corie Blount,PF,6-9,240,January 4 1969,10,University of Cincinnati
9,Rick Brunson,PG,6-4,190,June 14 1972,6,Temple University
3,Tyson Chandler,PF,7-1,240,October 2 1982,2,
1,Jamal Crawford,SG,6-5,195,March 20 1980,3,University of Michigan
2,Eddy Curry,PF,7-0,295,December 5 1982,2,
34,Antonio Davis,C,6-9,215,October 31 1968,10,University of Texas at El Paso
20,Ronald Dupree,SF,6-7,209,January 26 1981,R,Louisiana State University
21,Marcus Fizer,SF,6-9,262,August 10 1978,3,Iowa State University
13,Kendall Gill,SG,6-5,195,May 25 1968,13,University of Illinois at Urbana-Champaign
12,Kirk Hinrich,PG,6-4,190,January 2 1981,R,University of Kansas
6,Chris Jefferies,SF,6-8,225,February 13 1980,1,California State University Fresno
8,Linton Johnson,SF,6-8,205,June 13 1980,R,Tulane University
42,Donyell Marshall,PF,6-9,218,May 18 1973,9,University of Connecticut
31,Roger Mason,SG,6-5,200,September 10 1980,1,University of Virginia
15,Jannero Pargo,PG,6-1,175,October 22 1979,1,University of Arkansas
33,Scottie Pippen,SF,6-8,210,September 25 1965,16,University of Central Arkansas
32,Eddie Robinson,SF,6-8,210,April 19 1976,4,University of Central Oklahoma
5,Jalen Rose,SF,6-8,210,January 30 1973,9,University of Michigan
45,Paul Shirley,PF,6-10,230,December 23 1977,1,Iowa State University
11,Jerome Williams,PF,6-9,206,May 10 1973,7,Georgetown University
