
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Russell Westbrook,26,67,67,2302,9.8,23.0,.426,1.3,4.5,.299,8.5,18.5,.457,8.5,10.2,.835,1.9,5.7,7.6,9.0,2.2,0.2,4.6,2.9,29.5
2,Serge Ibaka,25,64,64,2116,6.4,13.4,.476,1.3,3.5,.376,5.1,9.9,.511,1.6,1.9,.836,2.3,6.2,8.5,0.9,0.5,2.6,1.7,3.3,15.6
3,Anthony Morrow,29,74,0,1806,5.7,12.3,.463,2.8,6.5,.434,2.9,5.8,.497,1.6,1.8,.888,0.8,3.1,3.9,1.2,1.1,0.2,0.8,2.7,15.7
4,Steven Adams,21,70,67,1771,4.4,8.1,.544,0.0,0.0,.000,4.4,8.1,.547,2.1,4.2,.502,4.0,6.6,10.6,1.3,0.8,1.7,2.0,4.5,10.9
5,Dion Waiters,23,47,20,1422,6.0,15.3,.392,1.3,4.1,.319,4.7,11.2,.419,1.8,2.8,.625,0.7,2.7,3.4,2.3,1.2,0.3,1.6,2.4,15.1
6,Reggie Jackson,24,50,13,1398,6.4,14.8,.432,1.1,4.1,.278,5.3,10.8,.490,2.5,3.0,.861,0.7,4.5,5.2,5.5,1.1,0.1,2.3,2.4,16.5
7,Andre Roberson,23,67,65,1286,2.6,5.6,.458,0.6,2.4,.247,2.0,3.2,.612,0.6,1.3,.479,1.7,5.5,7.1,2.0,1.5,0.8,1.3,3.9,6.4
8,Nick Collison,34,66,2,1101,3.5,8.3,.419,0.5,2.0,.267,2.9,6.3,.466,1.5,2.1,.692,2.9,5.2,8.2,2.9,1.1,0.8,1.5,5.1,8.9
9,Kendrick Perkins,30,51,3,981,3.0,6.8,.441,0.0,0.0,.000,3.0,6.8,.443,1.4,2.8,.507,2.9,7.3,10.2,1.6,0.5,1.4,2.7,5.0,7.4
10,Kevin Durant,26,27,27,913,9.4,18.4,.510,2.5,6.3,.403,6.9,12.1,.565,5.8,6.7,.854,0.6,6.4,7.0,4.3,0.9,1.0,2.9,1.6,27.0
11,Enes Kanter,22,26,26,809,8.7,15.4,.566,0.1,0.2,.750,8.6,15.2,.564,4.0,5.2,.776,5.8,7.0,12.8,1.3,0.6,0.6,2.3,3.3,21.6
12,D.J. Augustin,27,28,1,677,3.7,9.9,.371,1.8,5.1,.354,1.9,4.8,.389,1.6,1.9,.861,0.4,2.9,3.2,4.7,0.9,0.1,1.9,1.7,10.8
13,Jeremy Lamb,22,47,8,633,5.9,14.2,.416,2.2,6.3,.342,3.8,7.9,.475,2.8,3.1,.891,0.5,5.6,6.1,2.5,1.2,0.3,1.5,3.0,16.8
14,Perry Jones,23,43,13,631,4.2,10.5,.397,0.8,3.4,.233,3.4,7.1,.476,1.4,2.1,.649,0.3,4.0,4.3,1.0,1.0,0.5,1.4,2.9,10.5
15,Mitch McGary,22,32,2,485,6.5,12.2,.533,0.0,0.1,.000,6.5,12.1,.540,1.9,3.0,.625,3.9,8.3,12.2,1.0,1.2,1.2,2.3,5.3,14.9
16,Kyle Singler,26,26,18,456,2.5,7.6,.333,1.6,4.3,.370,0.9,3.3,.286,0.9,1.3,.688,0.8,3.6,4.3,1.4,1.1,0.6,1.0,4.3,7.5
17,Lance Thomas,26,22,13,450,3.6,10.1,.357,0.0,0.1,.000,3.6,10.0,.360,1.8,2.6,.697,2.2,3.8,6.0,1.6,0.9,0.0,1.4,3.0,9.0
18,Sebastian Telfair,29,16,1,327,5.1,13.8,.368,2.0,6.6,.300,3.1,7.2,.431,2.6,3.7,.706,0.2,3.1,3.3,5.0,1.1,0.0,2.0,3.2,14.8
19,Ish Smith,26,30,0,155,3.5,10.5,.333,0.2,1.2,.200,3.3,9.3,.350,1.4,2.1,.667,1.2,5.1,6.3,6.5,0.9,0.2,2.1,2.8,8.6
20,Steve Novak,31,13,0,88,2.5,8.6,.286,1.2,6.1,.200,1.2,2.5,.500,0.0,0.0,,0.4,2.0,2.5,2.0,0.0,0.4,0.8,4.1,6.1
21,Grant Jerrett,21,5,0,25,4.3,24.5,.176,1.4,18.7,.077,2.9,5.8,.500,0.0,0.0,,1.4,4.3,5.8,1.4,0.0,2.9,2.9,10.1,10.1
